1606636564.772023,0
1606636564.886764,32
1606636564.997861,66
1606636565.104330,100
1606636565.210468,100
1606636565.408517,100
1606636565.528695,100
1606636565.656626,100
1606636565.775552,100
1606636565.883426,100
1606636565.993031,100
1606636566.097398,100
1606636566.213515,100
1606636566.321052,100
1606636566.439292,100
1606636566.565024,100
1606636566.692449,100
1606636566.810575,42
1606636566.929813,86
1606636567.040650,91
1606636567.156484,89
1606636567.273256,72
1606636567.397470,68
1606636567.551355,64
1606636567.690410,61
1606636567.801133,65
1606636567.916723,68
1606636568.021102,75
1606636568.126905,74
1606636568.230902,77
1606636568.338270,88
1606636568.453570,87
1606636568.565551,95
1606636568.677674,95
1606636568.788148,78
1606636568.897882,77
1606636569.004991,72
1606636569.116558,72
1606636569.230065,72
1606636569.343751,71
1606636569.461782,72
1606636569.588483,73
1606636569.705770,74
1606636569.824442,74
1606636569.931773,74
1606636570.046167,80
1606636570.160923,79
1606636570.273035,82
1606636570.377380,92
1606636570.491089,94
1606636570.601500,95
1606636570.706815,94
1606636570.811180,89
1606636570.915777,88
1606636571.020091,74
1606636571.130603,74
1606636571.238330,75
1606636571.344645,75
1606636571.448762,75
1606636571.556531,76
1606636571.671552,76
1606636571.787382,75
1606636571.907703,76
1606636572.021832,83
1606636572.130699,83
1606636572.244926,86
1606636572.357518,86
1606636572.467922,97
1606636572.584538,100
1606636572.709301,93
1606636572.842999,97
1606636572.960378,97
1606636573.063969,77
1606636573.175818,77
1606636573.300706,77
1606636573.427319,78
1606636573.543846,79
1606636573.666001,79
1606636573.779449,79
1606636573.884252,80
1606636574.027735,79
1606636574.144298,85
1606636574.257039,88
1606636574.362211,89
1606636574.465805,99
1606636574.582412,99
1606636574.696504,94
1606636574.814561,95
1606636574.939319,99
1606636575.102278,99
1606636575.214585,79
1606636575.328010,80
1606636575.445492,80
1606636575.565078,80
1606636575.677109,81
1606636575.791040,81
1606636575.904355,85
1606636576.017939,86
1606636576.145122,89
1606636576.249290,90
1606636576.367274,91
1606636576.484597,91
1606636576.591608,99
1606636576.698394,99
1606636576.803020,95
1606636576.920672,95
1606636577.030934,100
1606636577.148806,99
1606636577.276361,81
1606636577.398541,82
1606636577.501942,80
1606636577.606575,47
1606636577.742717,42
1606636577.871161,44
1606636577.988548,51
1606636578.094448,55
1606636578.206931,65
1606636578.319020,71
1606636578.429109,72
1606636578.537440,47
1606636578.667420,43
1606636578.777111,44
1606636578.886609,44
1606636578.996451,44
1606636579.104764,44
1606636579.210763,45
1606636579.319721,45
1606636579.430497,46
1606636579.534280,45
1606636579.640347,46
1606636579.745075,46
1606636579.852801,47
1606636579.957138,47
1606636580.064486,57
1606636580.168612,57
1606636580.279034,67
1606636580.390621,82
1606636580.507978,76
1606636580.619556,50
1606636580.740622,48
1606636580.855814,49
1606636580.972336,49
1606636581.077704,48
1606636581.181823,48
1606636581.289282,49
1606636581.392989,49
1606636581.500442,49
1606636581.613557,49
1606636581.724744,49
1606636581.861176,50
1606636581.977401,52
1606636582.096957,58
1606636582.219646,60
1606636582.323568,71
1606636582.444846,72
1606636582.551712,79
1606636582.657263,66
1606636582.761933,53
1606636582.873696,52
1606636582.987721,53
1606636583.093346,53
1606636583.221627,52
1606636583.382902,53
1606636583.525899,53
1606636583.644490,53
1606636583.753566,53
1606636583.865286,53
1606636583.977315,55
1606636584.082558,62
1606636584.189102,65
1606636584.294731,65
1606636584.403912,75
1606636584.508383,84
1606636584.614118,84
1606636584.720143,57
1606636584.832225,57
1606636584.957787,55
1606636585.070625,55
1606636585.176706,56
1606636585.291689,57
1606636585.398387,57
1606636585.502141,57
1606636585.607011,57
1606636585.711488,57
1606636585.821237,58
1606636585.931057,58
1606636586.035748,59
1606636586.159394,68
1606636586.281504,68
1606636586.393503,78
1606636586.500866,79
1606636586.605846,87
1606636586.709888,78
1606636586.813532,60
1606636586.943981,58
1606636587.066844,59
1606636587.174029,59
1606636587.283730,59
1606636587.390251,59
1606636587.497000,59
1606636587.603206,60
1606636587.713538,61
1606636587.820030,61
1606636587.933330,62
1606636588.037824,62
1606636588.145922,69
1606636588.251714,72
1606636588.361492,72
1606636588.472441,82
1606636588.585662,93
1606636588.695656,90
1606636588.807089,64
1606636588.911642,64
1606636589.019990,62
1606636589.134117,63
1606636589.248811,63
1606636589.352999,63
1606636589.458547,63
1606636589.563498,64
1606636589.689501,64
1606636589.806379,62
1606636589.911560,63
1606636590.017582,64
1606636590.130069,71
1606636590.241911,72
1606636590.349349,75
1606636590.457746,85
1606636590.569738,85
1606636590.682505,93
1606636590.803262,84
1606636590.911677,67
1606636591.016298,65
1606636591.131951,65
1606636591.237673,65
1606636591.350796,66
1606636591.479063,66
1606636591.595905,66
1606636591.714622,66
1606636591.829443,66
1606636591.955975,67
1606636592.062055,68
1606636592.167053,75
1606636592.274990,78
1606636592.380038,78
1606636592.484818,88
1606636592.605433,88
1606636592.725311,94
1606636592.833539,91
1606636592.939888,69
1606636593.050898,69
1606636593.155512,69
1606636593.265064,69
1606636593.375512,70
1606636593.479276,70
1606636593.590986,71
1606636593.708310,70
1606636593.834690,70
1606636593.955727,69
1606636594.062239,70
1606636594.186735,81
1606636594.295990,81
1606636594.413316,81
1606636594.527216,91
1606636594.639340,91
1606636594.746936,94
1606636594.859744,94
1606636594.964018,79
1606636595.070264,79
1606636595.176103,71
1606636595.285732,71
1606636595.395028,71
1606636595.503196,72
1606636595.609416,73
1606636595.720499,73
1606636595.832467,73
1606636595.948978,73
1606636596.059167,74
1606636596.163480,84
1606636596.268215,84
1606636596.372716,83
1606636596.480543,84
1606636596.586292,94
1606636596.696966,98
1606636596.815687,94
1606636596.921322,89
1606636597.055668,88
1606636597.164097,74
1606636597.269566,74
1606636597.380407,75
1606636597.488205,75
1606636597.594322,75
1606636597.699967,76
1606636597.805260,76
1606636597.911791,76
1606636598.015501,76
1606636598.119071,76
1606636598.225590,82
1606636598.330483,82
1606636598.443611,85
1606636598.557924,96
1606636598.669761,96
1606636598.774402,93
1606636598.879237,94
1606636598.987666,92
1606636599.100381,95
1606636599.206723,77
1606636599.312380,77
1606636599.425801,76
1606636599.539690,77
1606636599.657722,77
1606636599.855943,79
1606636599.975953,77
1606636600.088945,79
1606636600.194597,85
1606636600.300599,85
1606636600.412952,88
1606636600.517488,89
1606636600.627642,99
1606636600.745260,99
1606636600.850284,94
1606636600.955222,94
1606636601.067969,99
1606636601.191208,99
1606636601.301139,80
1606636601.416573,81
1606636601.525243,80
1606636601.636265,81
1606636601.742230,82
1606636601.846888,81
1606636601.951927,84
1606636602.056566,85
1606636602.162658,83
1606636602.280828,89
1606636602.393508,91
1606636602.501851,91
1606636602.613992,100
1606636602.722717,99
1606636602.835796,98
1606636602.942023,97
